G-truth    | Predict    | Edited     | Image path                                                       
vé         | về         | về         | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_3_2_17.png       
đóng       | đòng       | đòng       | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_3_4_14.png       
cái        | các        | các        | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_3_5_2.png        
cái        | cài        | cài        | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_3_5_5.png        
ngang      | ngung      | ngung      | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_1_14.png       
kê         | lê         | lê         | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_1_0.png        
Còn        | còn        | còn        | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_2_14.png       
thiếu      | thiều      | thiều      | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_4_14.png       
thiện      | Thiện      | Thiện      | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_6_1.png        
vui        | tui        | tui        | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_5_15.png       
On         | on         | on         | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_5_5.png        
đáng       | đàng       | đàng       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_0_5.png        
Kiểu       | kiểu       | kiểu       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_8.png        
Kiểu       | kiểu       | kiểu       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_11.png       
Tám        | Tàm        | Tàm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_2.png        
ông        | Ông        | Ông        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_5.png        
Phú        | Phi        | Phi        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_20.png       
Kiểu       | kiểu       | kiểu       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_2_2.png        
tìm        | Tìm        | Tìm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_3_10.png       
On         | on         | on         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_3_1.png        
ông        | Ông        | Ông        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_6_11.png       
tạo        | tao        | tao        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_7_0.png        
hai        | nai        | nai        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_7_9.png        
thiện      | Thiện      | Thiện      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_1_6.png        
vui        | vu         | vu         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_0_12.png       
cây        | cay        | cay        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_1_9.png        
Có         | có         | có         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_1_0.png        
thiệt      | thiêt      | thiêt      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_3_4.png        
đúng       | đùng       | đùng       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_2_11.png       
bán        | bàn        | bàn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_2_10.png       
giá        | già        | già        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_2_12.png       
bán        | bàn        | bàn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_3_1.png        
bán        | bàn        | bàn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_3_15.png       
quá        | quà        | quà        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_5_5.png        
cái        | cài        | cài        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_5_13.png       
trú        | trù        | trù        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_5_15.png       
lo         | Lo         | Lo         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_5_9.png        
dần        | dàn        | dàn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_7_9.png        
2          | 20         | 20         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_6_12.png       
cưa        | của        | của        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_1_11.png       
xẻ         | xe         | xe         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_1_12.png       
Kiểu       | kiểu       | kiểu       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_3_9.png        
Long       | long       | long       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_4_3.png        
Chín       | chín       | chín       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_4_12.png       
Sết        | sết        | sết        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_4_16.png       
có         | cờ         | cờ         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_3_11.png       
thành      | tành       | tành       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_5_16.png       
không      | chông      | chông      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_0_6.png        
thợ        | Thợ        | Thợ        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_6_12.png       
làm        | càm        | càm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_0_8.png        
để         | đề         | đề         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_5_14.png       
Kính       | kính       | kính       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_2_15.png       
Tám        | Tàm        | Tàm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_4_9.png        
Ông        | ông        | ông        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_5_9.png        
On         | on         | on         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_5_11.png       
huyện      | huyên      | huyên      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_2_7.png        
công       | cộng       | cộng       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_0_13.png       
Thạnh      | Thanh      | Thanh      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_2_13.png       
Cày        | cày        | cày        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_2_9.png        
Chợ        | chơ        | chơ        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_3_3.png        
Ông        | ông        | ông        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_4_6.png        
An         | Ân         | Ân         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_2_14.png       
ranh       | nanh       | nanh       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_5_9.png        
Long       | long       | long       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_5_13.png       
Tám        | Tàm        | Tàm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_6_11.png       
tráng      | tràng      | tràng      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_1_11.png       
sang       | Sang       | Sang       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_6_17.png       
thợ        | thỏ        | thỏ        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_6_15.png       
vào        | và         | và         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_0_6.png        
hồ         | hề         | hề         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_6_16.png       
đủ         | đư         | đư         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_3_5.png        
lớn        | Lớn        | Lớn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_5_4.png        
tình       | tinh       | tinh       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_0_9.png        
Sáu        | sáu        | sáu        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_6_5.png        
Phú        | Phá        | Phá        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_7_3.png        
đóng       | đòng       | đòng       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_2_5.png        
chí        | Chí        | Chí        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_4_13.png       
luôn       | luân       | luân       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_5_12.png       
thạc       | thục       | thục       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_0_9.png        
Tám        | Tàm        | Tàm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_5_15.png       
Phòng      | phòng      | phòng      | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_1.png        
AIDS       | A5DS       | A5DS       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_3.png        
ban        | Bạn        | Bạn        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_0.png        
gia        | giao       | giao       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_5.png        
sóc        | sốc        | sốc        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_2_6.png        
nhiễm      | nhiễu      | nhiễu      | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_2_15.png       
quản       | quân       | quân       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_3_1.png        
HIV        | HIỆV       | HIỆV       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_2_16.png       
Thế        | Thể        | Thể        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_3_11.png       
để         | đổ         | đổ         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_2_17.png       
từ         | tú         | tú         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_2_18.png       
Nẵng       | Năng       | Năng       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_4_10.png       
Ở          | ở          | ở          | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_4_8.png        
cũng       | cùng       | cùng       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_2_0.png        
Tuy        | Tay        | Tay        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_2_8.png        
sẽ         | sĩ         | sĩ         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_2_1.png        
Nẵng       | Năng       | Năng       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_4_0.png        
vấn        | vắn        | vắn        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_3_9.png        
tâm        | tàm        | tàm        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_4_10.png       
là         | và         | và         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_2_15.png       
chứng      | chưng      | chưng      | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_0_6.png        
khỏe       | khỏi       | khỏi       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_5_14.png       
tâm        | tàm        | tàm        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_1_7.png        
nơi        | hơi        | hơi        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_2_2.png        
sợ         | Sợ         | Sợ         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_0_12.png       
tế         | tể         | tể         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_1_17.png       
bình       | bành       | bành       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_4_15.png       
ca         | cao        | cao        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_4_13.png       
HIV        | HIỆV       | HIỆV       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_1_1.png        
Ở          | ở          | ở          | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_2_12.png       
gian       | giam       | giam       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_3_13.png       
kiếm       | kiêm       | kiêm       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_3_16.png       
Chúng      | Chứng      | Chứng      | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_0_0.png        
HIV        | HIỆV       | HIỆV       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_2_14.png       
thạc       | thục       | thục       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_4_15.png       
Chu        | Cha        | Cha        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_4_17.png       
Ân         | Âu         | Âu         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_5_1.png        
2005       | 200        | 200        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_5_1_3.png        
dự         | dị         | dị         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_5_0_4.png        
HIV        | HĐV        | HĐV        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_5_1_14.png       
đừng       | đưng       | đưng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_0_1.png        
Năm        | năm        | năm        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_0_8.png        
Bà         | Bá         | Bá         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_0_7.png        
Nẵng       | Nẳng       | Nẳng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_1_6.png        
tầng       | từng       | từng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_1_16.png       
Theo       | theo       | theo       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_2_0.png        
Lần        | Lầm        | Lầm        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_0_15.png       
tận        | tậm        | tậm        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_1_4.png        
ngẩng      | ngãng      | ngãng      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_3_9.png        
ngủi       | ngủ        | ngủ        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_4_0.png        
gần        | gầm        | gầm        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_2_16.png       
đang       | tang       | tang       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_6_0.png        
lối        | bối        | bối        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_0_4.png        
sổ         | số         | số         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_6_6.png        
đi         | đn         | đn         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_0_3.png        
không      | nhông      | nhông      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_2_2.png        
trẻ        | trì        | trì        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_3_0.png        
tử         | tư         | tư         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_2_10.png       
cách       | cánh       | cánh       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_3_7.png        
chết       | chít       | chít       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_4_0.png        
AIDS       | ADS        | ADS        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_4_2.png        
mồ         | mộ         | mộ         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_4_9.png        
trong      | trung      | trung      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_0_19.png       
nỗi        | mỗi        | mỗi        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_1_9.png        
xã         | xa         | xa         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_0_17.png       
rùng       | ràng       | ràng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_3_11.png       
vào        | và         | và         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_2_18.png       
kéo        | héo        | héo        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_3_12.png       
dẫn        | dân        | dân        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_3_14.png       
ồn         | ôn         | ôn         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_4_10.png       
ầm         | âm         | âm         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_4_12.png       
tránh      | tranh      | tranh      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_5_12.png       
chạm       | cham       | cham       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_6_4.png        
HIV        | HTV        | HTV        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_5_2.png        
khi        | nhi        | nhi        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_6_5.png        
đùa        | đìa        | đìa        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_6_7.png        
lòng       | hòng       | hòng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_1_10.png       
ương       | tương      | tương      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_2_16.png       
VN         | vN         | vN         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_2_8.png        
Tư         | Từ         | Từ         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_2_11.png       
tổ         | tố         | tố         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_2_17.png       
cơ         | có         | có         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_3_15.png       
truyền     | truyên     | truyên     | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_4_10.png       
nhận       | nhậm       | nhậm       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_4_4.png        
tiên       | trên       | trên       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_4_7.png        
HIV        | HTV        | HTV        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_4_12.png       
rất        | vất        | vất        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_5_9.png        
Đến        | Đốn        | Đốn        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_0_0.png        
trôi       | trội       | trội       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_0_5.png        
kiến       | hiến       | hiến       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_3.png        
khi        | nhi        | nhi        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_0_9.png        
HIV        | HTV        | HTV        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_0_15.png       
cái        | cán        | cán        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_9.png        
túy        | tay        | tay        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_17.png       
ma         | me         | me         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_16.png       
nhìn       | nhìm       | nhìm       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_2_15.png       
bằng       | bàng       | bàng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_2_16.png       
tin        | tìn        | tìn        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_2_5.png        
HIV        | HàV        | HàV        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_2_11.png       
đen        | đên        | đên        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_3_4.png        
tử         | tư         | tư         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_3_5.png        
đi         | độ         | độ         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_3_11.png       
không      | nhông      | nhông      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_5_6.png        
động       | đông       | đông       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_5_10.png       
kim        | km         | km         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_4_0.png        
tự         | tị         | tị         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_5_11.png       
thân       | thâm       | thâm       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_5_0_6.png        
phạm       | chạm       | chạm       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_5_1_6.png        
kết        | rết        | rết        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_5_0_14.png       
nạn        | mạn        | mạn        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_5_1_3.png        
tự         | tư         | tư         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_5_0_11.png       
cháu       | chái       | chái       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_5_3_5.png        
cúi        | cú         | cú         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_5_2_7.png        
gánh       | ganh       | ganh       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_1_3.png        
Hòa        | Hòi        | Hòi        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_1_15.png       
tìm        | tùm        | tùm        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_1_17.png       
cách       | cánh       | cánh       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_2_5.png        
chỉ        | chư        | chư        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_2_4.png        
tre        | tra        | tra        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_3_17.png       
Bờ         | Bời        | Bời        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_3_16.png       
ruộng      | ruông      | ruông      | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_4_0.png        
không      | thông      | thông      | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_5_8.png        
dẫn        | dãn        | dãn        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_4_6.png        
nhà        | nhì        | nhì        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_5_15.png       
ngồi       | ngời       | ngời       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_0_10.png       
lòng       | làng       | làng       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_1_10.png       
Còn        | lòn        | lòn        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_0_3.png        
Sự         | Sư         | Sư         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_1_1.png        
đớn        | đốn        | đốn        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_1_16.png       
lúc        | húc        | húc        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_2_0.png        
vớt        | với        | với        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_2_1.png        
hai        | hòi        | hòi        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_2_16.png       
động       | đông       | đông       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_4_3.png        
mới        | mơi        | mơi        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_5_9.png        
khác       | chác       | chác       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_0_14.png       
nhà        | nhì        | nhì        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_0_8.png        
lối        | lới        | lới        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_0_13.png       
khi        | chi        | chi        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_1_7.png        
và         | vì         | vì         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_0_10.png       
đi         | đo         | đo         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_0_11.png       
bế         | bê         | bê         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_1_5.png        
Hàng       | tàng       | tàng       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_2_10.png       
đứa        | đưa        | đưa        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_1_12.png       
côi        | chi        | chi        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_2_1.png        
cha        | che        | che        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_2_3.png        
lẫn        | lãn        | lãn        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_2_4.png        
nói        | mói        | mói        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_3_2.png        
mồ         | mỗ         | mỗ         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_2_0.png        
mì         | mìn        | mìn        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_2_12.png       
trợ        | tợ         | tợ         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_4_17.png       
mì         | mìn        | mìn        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_4_5.png        
nuôi       | muôi       | muôi       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_5_13.png       
nhỏ        | nhợ        | nhợ        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_6_9.png        
Ở          | ở          | ở          | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_0_12.png       
thằng      | thẳng      | thẳng      | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_2_3.png        
vẳng       | văng       | văng       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_1_13.png       
học        | họi        | họi        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_0_17.png       
