G-truth    | Predict    | Edited     | Image path                                                       
đẹp        | hoại       | hoại       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_5_0.png        
du         | chu        | chu        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_0_4_7.png        
khủng      | nhưng      | nhưng      | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_1_6.png        
khiếp      | nhấp       | nhấp       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_1_7.png        
cúi        | cáu        | cáu        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_0_11.png       
cứ         | cái        | cái        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_0_9.png        
HIV        | HT         | HT         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_3_2.png        
kết        | hốt        | hốt        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_3_4.png        
em         | len        | len        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_2_4.png        
việc       | vực        | vực        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_4_0.png        
mà         | môi        | môi        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_4_10.png       
em         | su         | su         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_1_5_4.png        
được       | đã         | đã         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_2_18.png       
chị        | dị         | dị         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_3_14.png       
trường     | tàng       | tàng       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_0_13.png       
em         | con        | con        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_2_5_15.png       
lúc        | hú         | hú         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_1_6.png        
cu         | cVV        | cVV        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_2_4.png        
được       | đặc        | đặc        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_4_10.png       
sớm        | hôm        | hôm        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_2_17.png       
AIDS       | ATD        | ATD        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_6_6.png        
Diên       | Dùm        | Dùm        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_7_3.png        
nơi        | nước       | nước       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_3_6_15.png       
nuôi       | môi        | môi        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_0_10.png       
chết       | chứ        | chứ        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_0_18.png       
AIDS       | 7ĐS        | 7ĐS        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_1_1.png        
tiếp       | tối        | tối        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_1_14.png       
nhiễm      | nhã        | nhã        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_2_13.png       
cháu       | chánh      | chánh      | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_2_6.png        
HIV        | HT         | HT         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_2_14.png       
bây        | bông       | bông       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_3_8.png        
có         | cóng       | cóng       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_2_3.png        
kinh       | km2        | km2        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_6_3.png        
ơn         | vin        | vin        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_4_6.png        
kỳ         | làng       | làng       | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_4_15.png       
ai         | cói        | cói        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_4_4_16.png       
tộc        | họ         | họ         | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_5_0_9.png        
họ         | tộc        | tộc        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_5_0_10.png       
ai         | còi        | còi        | ./data/VNOnDB/word_test/20151209_0144_7398_2_tg_5_1_4.png        
chim       | chu        | chu        | ./data/VNOnDB/word_test/20151209_0145_7276_1_tg_0_0_1.png        
Bà         | Bai        | Bai        | ./data/VNOnDB/word_test/20151209_0145_7276_1_tg_0_0_4.png        
Hải        | Bà         | Bà         | ./data/VNOnDB/word_test/20151209_0145_7276_1_tg_0_3_12.png       
H          | HọH        | HọH        | ./data/VNOnDB/word_test/20151209_0145_7276_1_tg_1_0_12.png       
ở          | bị         | bị         | ./data/VNOnDB/word_test/20151209_0145_7276_1_tg_1_2_0.png        
trời       | xx         | xx         | ./data/VNOnDB/word_test/20151209_0145_7276_1_tg_3_4_6.png        
H          | HọH        | HọH        | ./data/VNOnDB/word_test/20151209_0145_7276_1_tg_4_1_4.png        
coong      | vong       | vong       | ./data/VNOnDB/word_test/20151209_0145_7276_1_tg_4_3_13.png       
nhanh      | nhong      | nhong      | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_0_0_6.png        
già        | quà        | quà        | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_1_0_2.png        
H          | tì         | tì         | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_1_0_6.png        
H          | Ang        | Ang        | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_1_5_2.png        
tùy        | tùng       | tùng       | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_1_6_16.png       
gì         | gia        | gia        | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_2_2_4.png        
60         | co         | co         | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_2_3_3.png        
H          | thi        | thi        | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_2_3_14.png       
K          | khinh      | khinh      | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_2_4_10.png       
K          | km2        | km2        | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_3_0_7.png        
ngụ        | ngại       | ngại       | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_4_1_8.png        
cư         | của        | của        | ./data/VNOnDB/word_test/20151209_0145_7276_2_tg_4_2_1.png        
nhàng      | nhày       | nhày       | ./data/VNOnDB/word_test/20160220_0143_7606_2_tg_0_5_13.png       
loại       | bại        | bại        | ./data/VNOnDB/word_test/20160220_0143_7606_2_tg_1_4_11.png       
A          | Ang        | Ang        | ./data/VNOnDB/word_test/20160220_0143_7606_2_tg_1_6_0.png        
mang       | may        | may        | ./data/VNOnDB/word_test/20160220_0143_7606_2_tg_3_2_5.png        
đ          | đồng       | đồng       | ./data/VNOnDB/word_test/20160220_0143_7606_2_tg_3_3_6.png        
đ          | đại        | đại        | ./data/VNOnDB/word_test/20160220_0143_7606_2_tg_3_3_14.png       
ít         | cót        | cót        | ./data/VNOnDB/word_test/20160220_0143_7606_2_tg_4_0_7.png        
trấn       | trầm       | trầm       | ./data/VNOnDB/word_test/20160220_0143_7606_2_tg_4_5_4.png        
hai        | trai       | trai       | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_1_13.png      
ở          | tại        | tại        | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_4_0.png       
trong      | công       | công       | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_2_0_17.png      
làm        | ty         | ty         | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_2_0_18.png      
ro         | trong      | trong      | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_2_0_16.png      
0134520    | 0130       | 0130       | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_2_5_4.png       
hãi        | trãi       | trãi       | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_3_0_22.png      
thật       | sự         | sự         | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_3_1_16.png      
rất        | thật       | thật       | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_3_1_15.png      
xe         | 3CC        | 3CC        | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_3_4_1.png       
VN         | VIV        | VIV        | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_3_5_1.png       
khẳng      | những      | những      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_0_6.png         
NH         | 1HH        | 1HH        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_1_0_15.png        
triển      | biển       | biển       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_1_2_0.png         
phát       | phải       | phải       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_1_1_24.png        
kỹ         | ngã        | ngã        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_3_18.png        
NN         | 1NV        | 1NV        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_4_7.png         
trung      | tương      | tương      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_6_5.png         
ương       | ứng        | ứng        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_6_6.png         
triển      | biển       | biển       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_0_9.png         
trình      | bình       | bình       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_0_12.png        
thế        | thên       | thên       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_1_9.png         
nào        | cho        | cho        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_1_10.png        
bị         | li         | li         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_1_1.png         
trình      | thích      | thích      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_2_12.png        
NH         | 14         | 14         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_2_0.png         
trình      | thích      | thích      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_4_4.png         
chiều      | qua        | qua        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_1_17.png        
trái       | bái        | bái        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_1_1.png         
chí        | chiều      | chiều      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_1_16.png        
NN         | NV1        | NV1        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_4_1.png         
trưởng     | tường      | tường      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_4_9.png         
PTNT       | TPT        | TPT        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_4_13.png        
1          | tai        | tai        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_0_0_10.png       
Từ         | Trì        | Trì        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_0_3_1.png        
Vỹ         | tỉ         | tỉ         | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_2_2_8.png        
viếng      | vống       | vống       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_2_5_2.png        
dịp        | diệp       | diệp       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_2_5_1.png        
Bên        | Côn        | Côn        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_3_1_5.png        
tuổi       | tuốc       | tuốc       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_3_2_18.png       
một        | 1          | 1          | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_3_3_19.png       
Anh        | định       | định       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_4_1_16.png       
xã         | của        | của        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_4_2_6.png        
Ba         | cha        | cha        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_4_5_14.png       
Ánh        | đính       | đính       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_0_2.png        
Riêng      | chiêng     | chiêng     | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_4_16.png       
Bảy        | chảy       | chảy       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_3_12.png       
Núi        | chúi       | chúi       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_3_13.png       
Ba         | Sơa        | Sơa        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_4_19.png       
Sẽ         | SCỦ        | SCỦ        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_0_0.png         
phố        | bố         | bố         | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_1_3.png         
đi         | chi        | chi        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_1_4.png         
giải       | quải       | quải       | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_2_10.png        
du         | chu        | chu        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_2_25.png        
ICA        | TCM        | TCM        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_1_9.png         
hoá        | hóa        | hóa        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_3_7.png         
du         | chu        | chu        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_2_7.png         
thiểu      | thỉu       | thỉu       | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_4_14.png        
Mỹ         | Nũng       | Nũng       | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_4_8.png         
làm        | kèm        | kèm        | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_0_0_5.png       
du         | chu        | chu        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_6_9.png         
1          | một        | một        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_1_1_15.png        
cấp        | 101        | 101        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_1_3_15.png        
4          | 4m2        | 4m2        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_1_2_16.png        
1          | km2        | km2        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_1_3_16.png        
2          | km2        | km2        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_1_3_18.png        
Hồ         | trồ        | trồ        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_1_18.png        
Q          | Quả        | Quả        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_2_22.png        
số         | m          | m          | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_2_10.png        
WB         | VƠB        | VƠB        | ./data/VNOnDB/word_test/20160518_0155_25344_tg_0_0_0.png         
chia       | dưa        | dưa        | ./data/VNOnDB/word_test/20160518_0155_25344_tg_1_1_8.png         
thương     | thung      | thung      | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_1_24.png        
1          | 101        | 101        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_3_5.png         
khó        | thế        | thế        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_0_19.png        
đường      | đong       | đong       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_1_17.png        
tượng      | trọng      | trọng      | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_3_1.png         
túy        | túng       | túng       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_4_10.png        
Đáng       | Dàng       | Dàng       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_0_19.png        
túy        | túng       | túng       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_0_16.png        
hiện       | Triện      | Triện      | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_5_11.png        
HIV        | tHV        | tHV        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_5_7.png         
phần       | mần        | mần        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_6_14.png        
tuổi       | của        | của        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_7_6.png         
số         | sống       | sống       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_6_17.png        
tylao      | tro        | tro        | ./data/VNOnDB/word_test/20160518_0157_25311_tg_0_4_0.png         
Sanofi     | Sang       | Sang       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_0_7.png         
Sanofi     | sang       | sang       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_1_17.png        
tra        | gia        | gia        | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_1_2.png         
một        | trật       | trật       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_2_20.png        
kinh       | tính       | tính       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_4_18.png        
dự         | thự        | thự        | ./data/VNOnDB/word_test/20160518_0159_25475_tg_0_2_0.png         
đầu        | điều       | điều       | ./data/VNOnDB/word_test/20160518_0159_25475_tg_1_3_2.png         
vị         | cụ         | cụ         | ./data/VNOnDB/word_test/20160518_0160_25433_tg_0_4_12.png        
rơi        | với        | với        | ./data/VNOnDB/word_test/20160518_0160_25433_tg_1_0_6.png         
dãy        | dăng       | dăng       | ./data/VNOnDB/word_test/20160518_0160_25433_tg_1_0_16.png        
công       | thi        | thi        | ./data/VNOnDB/word_test/20160518_0160_25433_tg_1_4_15.png        
trình      | công       | công       | ./data/VNOnDB/word_test/20160518_0160_25433_tg_1_4_16.png        
1          | 101        | 101        | ./data/VNOnDB/word_test/20160519_0161_9129_2_tg_1_4_14.png       
kịch       | kinh       | kinh       | ./data/VNOnDB/word_test/20160519_0161_9129_2_tg_2_2_12.png       
km         | kin        | kin        | ./data/VNOnDB/word_test/20160521_0162_28472_1_tg_4_5_15.png      
trường     | cản        | cản        | ./data/VNOnDB/word_test/20160523_0163_9244_1_tg_0_4_13.png       
toáng      | tâng       | tâng       | ./data/VNOnDB/word_test/20160523_0163_9244_1_tg_0_3_7.png        
chuông     | chương     | chương     | ./data/VNOnDB/word_test/20160523_0163_9244_1_tg_1_3_4.png        
CCNV       | CNNC       | CNNC       | ./data/VNOnDB/word_test/20160523_0163_9244_1_tg_2_3_11.png       
rõ         | só         | só         | ./data/VNOnDB/word_test/20160523_0163_9244_1_tg_2_3_5.png        
Huệ        | Hục        | Hục        | ./data/VNOnDB/word_test/20160523_0163_9244_1_tg_4_1_2.png        
ca         | con        | con        | ./data/VNOnDB/word_test/20160523_0163_9244_1_tg_3_5_6.png        
nào        | nai        | nai        | ./data/VNOnDB/word_test/20160523_0164_9415_3_tg_0_2_9.png        
ứng        | cóng       | cóng       | ./data/VNOnDB/word_test/20160523_0164_9415_3_tg_2_4_16.png       
nửa        | nước       | nước       | ./data/VNOnDB/word_test/20160523_0164_9415_3_tg_3_0_7.png        
triển      | tiền       | tiền       | ./data/VNOnDB/word_test/20160523_0164_9415_3_tg_3_3_14.png       
hình       | trình      | trình      | ./data/VNOnDB/word_test/20160523_0165_25464_1_tg_0_1_20.png      
mất        | hết        | hết        | ./data/VNOnDB/word_test/20160523_0165_25464_1_tg_1_1_5.png       
hai        | 2          | 2          | ./data/VNOnDB/word_test/20160523_0165_25464_1_tg_2_1_13.png      
biểu       | triển      | triển      | ./data/VNOnDB/word_test/20160523_0165_25464_1_tg_3_0_6.png       
của        | cảo        | cảo        | ./data/VNOnDB/word_test/20160523_0165_25464_1_tg_3_5_7.png       
Trong      | một        | một        | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_14.png       
giấy       | vụn        | vụn        | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_5.png        
sách       | tập        | tập        | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_8.png        
cuốn       | sách       | sách       | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_16.png       
sách       | cũ         | cũ         | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_17.png       
chợt       | rơi        | rơi        | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_19.png       
vụn        | km2        | km2        | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_6.png        
tập        | cứ         | cứ         | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_9.png        
các        | loại       | loại       | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_11.png       
một        | cuốn       | cuốn       | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_15.png       
rơi        | ra         | ra         | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_20.png       
cũ         | các        | các        | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_10.png       
ra         | một        | một        | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_0_2_21.png       
Q          | Qua        | Qua        | ./data/VNOnDB/word_test/20160524_0166_9415_2_tg_4_4_9.png        
tướng      | trưởng     | trưởng     | ./data/VNOnDB/word_test/20160524_0167_25464_1_tg_0_4_3.png       
Khải       | các        | các        | ./data/VNOnDB/word_test/20160524_0167_25464_1_tg_0_4_6.png       
Văn        | chăn       | chăn       | ./data/VNOnDB/word_test/20160524_0167_25464_1_tg_0_4_5.png       
Ái         | ví         | ví         | ./data/VNOnDB/word_test/20160524_0167_25464_1_tg_0_5_14.png      
của        | cuả        | cuả        | ./data/VNOnDB/word_test/20160525_0168_25283_1_tg_3_2_2.png       
Ban        | lam        | lam        | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_1_0_19.png      
lý         | lin        | lin        | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_1_1_0.png       
giấy       | quấy       | quấy       | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_1_2_6.png       
gia        | qua        | qua        | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_1_1_5.png       
lo         | 10         | 10         | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_1_3_2.png       
ở          | cơ         | cơ         | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_1_1_9.png       
