G-truth    | Predict    | Edited     | Image path                                                       
m          | ng         | ng         | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_1_20.png       
Còn        | còn        | còn        | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_2_14.png       
giá        | giữa       | giữa       | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_3_11.png       
5          | sang       | sang       | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_3_16.png       
thiếu      | thiều      | thiều      | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_4_14.png       
thiện      | Thiện      | Thiện      | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_6_1.png        
lưng       | lưa        | lưa        | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_5_11.png       
vui        | tui        | tui        | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_5_15.png       
On         | on         | on         | ./data/VNOnDB/word_test/20151208_0146_7105_1_tg_4_5_5.png        
đáng       | đàng       | đàng       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_0_5.png        
Kiểu       | kiểu       | kiểu       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_8.png        
Kiểu       | kiểu       | kiểu       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_11.png       
đầu        | điều       | điều       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_0_13.png       
Tám        | Tàm        | Tàm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_2.png        
ông        | Ông        | Ông        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_5.png        
Phú        | Phi        | Phi        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_20.png       
On         | onN        | onN        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_1_3.png        
Kiểu       | kiểu       | kiểu       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_2_2.png        
tìm        | Tìm        | Tìm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_3_10.png       
On         | on         | on         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_3_1.png        
ông        | Ông        | Ông        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_6_11.png       
tạo        | tao        | tao        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_7_0.png        
hai        | nai        | nai        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_0_7_9.png        
thiện      | Thiện      | Thiện      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_1_6.png        
vui        | vu         | vu         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_0_12.png       
cây        | cay        | cay        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_1_9.png        
Có         | có         | có         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_1_0.png        
thiệt      | thiêt      | thiêt      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_3_4.png        
đúng       | đùng       | đùng       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_2_11.png       
bán        | bàn        | bàn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_2_10.png       
giá        | già        | già        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_2_12.png       
bán        | bàn        | bàn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_3_1.png        
chủ        | dư         | dư         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_3_10.png       
bán        | bàn        | bàn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_3_15.png       
quá        | quà        | quà        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_5_5.png        
cái        | cài        | cài        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_5_13.png       
trú        | trù        | trù        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_5_15.png       
lo         | Lo         | Lo         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_5_9.png        
dần        | dàn        | dàn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_7_9.png        
1          | trì        | trì        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_6_10.png       
2          | 20         | 20         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_1_6_12.png       
cưa        | của        | của        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_1_11.png       
kịp        | kiệp       | kiệp       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_1_14.png       
xẻ         | xe         | xe         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_1_12.png       
Kiểu       | kiểu       | kiểu       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_3_9.png        
Long       | long       | long       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_4_3.png        
Chín       | chín       | chín       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_4_12.png       
Sết        | sết        | sết        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_4_16.png       
có         | cờ         | cờ         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_3_11.png       
1          | một        | một        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_4_4.png        
thành      | tành       | tành       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_5_16.png       
không      | chông      | chông      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_0_6.png        
gồm        | gần        | gần        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_6_5.png        
thợ        | Thợ        | Thợ        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_6_12.png       
làm        | càm        | càm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_0_8.png        
để         | đề         | đề         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_2_5_14.png       
cháu       | chàu       | chàu       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_1_13.png       
Kính       | kính       | kính       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_2_15.png       
Khi        | rai        | rai        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_1_3.png        
Tám        | Tàm        | Tàm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_4_9.png        
Ông        | ông        | ông        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_5_9.png        
On         | on         | on         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_3_5_11.png       
Thành      | vình       | vình       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_1_14.png       
huyện      | huyên      | huyên      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_2_7.png        
công       | cộng       | cộng       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_0_13.png       
công       | câng       | câng       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_1_4.png        
Thạnh      | Thanh      | Thanh      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_2_13.png       
Cày        | cày        | cày        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_2_9.png        
Chợ        | chơ        | chơ        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_3_3.png        
Ông        | ông        | ông        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_4_6.png        
An         | Ân         | Ân         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_2_14.png       
ranh       | nanh       | nanh       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_5_9.png        
Long       | long       | long       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_5_13.png       
Tám        | Tàm        | Tàm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_6_11.png       
tráng      | tràng      | tràng      | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_1_11.png       
sang       | Sang       | Sang       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_6_17.png       
quần       | giần       | giần       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_1_2.png        
thợ        | thỏ        | thỏ        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_6_15.png       
vào        | và         | và         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_0_6.png        
hồ         | hề         | hề         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_4_6_16.png       
đủ         | đư         | đư         | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_3_5.png        
trai       | mai        | mai        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_5_1.png        
lớn        | Lớn        | Lớn        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_5_4.png        
tình       | tinh       | tinh       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_0_9.png        
Sáu        | sáu        | sáu        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_6_5.png        
Phú        | Phá        | Phá        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_5_7_3.png        
đóng       | đòng       | đòng       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_2_5.png        
chí        | Chí        | Chí        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_4_13.png       
luôn       | luân       | luân       | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_5_12.png       
thạc       | thục       | thục       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_0_9.png        
Tám        | Tàm        | Tàm        | ./data/VNOnDB/word_test/20151208_0146_7105_2_tg_6_5_15.png       
kỳ         | bì         | bì         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_0_3.png        
Phòng      | phòng      | phòng      | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_1.png        
ban        | Bạn        | Bạn        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_0.png        
gia        | giao       | giao       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_5.png        
đưa        | ra         | ra         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_7.png        
một        | ột         | ột         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_9.png        
sóc        | sốc        | sốc        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_2_6.png        
ra         | m          | m          | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_1_8.png        
nhiễm      | nhiễu      | nhiễu      | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_2_15.png       
quản       | quân       | quân       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_3_1.png        
lan        | tau        | tau        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_3_7.png        
Thế        | Thể        | Thể        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_3_11.png       
để         | đổ         | đổ         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_2_17.png       
từ         | tú         | tú         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_2_18.png       
Nẵng       | Năng       | Năng       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_4_10.png       
ra         | van        | van        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_0_5.png        
Ở          | ở          | ở          | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_0_4_8.png        
cũng       | cùng       | cùng       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_2_0.png        
nhà        | và         | và         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_1_0.png        
Tuy        | Tay        | Tay        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_2_8.png        
sẽ         | sĩ         | sĩ         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_2_1.png        
Nẵng       | Năng       | Năng       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_4_0.png        
vấn        | vắn        | vắn        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_3_9.png        
tâm        | tàm        | tàm        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_4_10.png       
là         | và         | và         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_2_15.png       
chứng      | chưng      | chưng      | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_0_6.png        
khỏe       | khỏi       | khỏi       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_5_14.png       
lây        | lông       | lông       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_1_6_0.png        
tâm        | tàm        | tàm        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_1_7.png        
nơi        | hơi        | hơi        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_2_2.png        
kỳ         | là         | là         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_0_9.png        
và         | văn        | văn        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_0_11.png       
sợ         | Sợ         | Sợ         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_0_12.png       
tế         | tể         | tể         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_1_17.png       
bình       | bành       | bành       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_4_15.png       
ca         | cao        | cao        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_2_4_13.png       
hi         | huy        | huy        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_0_11.png       
khỏe       | khoả       | khoả       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_1_9.png        
Ở          | ở          | ở          | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_2_12.png       
gian       | giam       | giam       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_3_13.png       
kiếm       | kiêm       | kiêm       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_3_16.png       
rộn        | vận        | vận        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_3_0.png        
HIV        | HT         | HT         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_6_5.png        
đắn        | đăn        | đăn        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_3_6_8.png        
Chúng      | Chứng      | Chứng      | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_0_0.png        
nhiễm      | nhiều      | nhiều      | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_3_18.png       
thạc       | thục       | thục       | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_4_15.png       
HIV        | HẤT        | HẤT        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_4_0.png        
Chu        | Cha        | Cha        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_4_17.png       
Ân         | Âu         | Âu         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_5_1.png        
2005       | 200        | 200        | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_5_1_3.png        
kỳ         | là         | là         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_4_6_8.png        
dự         | dị         | dị         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_5_0_4.png        
đừng       | đưng       | đưng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_0_1.png        
Năm        | năm        | năm        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_0_8.png        
Bà         | Bá         | Bá         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_0_7.png        
ì          | là         | là         | ./data/VNOnDB/word_test/20151209_0143_7398_3_tg_5_3_10.png       
Nẵng       | Nẳng       | Nẳng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_1_6.png        
tầng       | từng       | từng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_1_16.png       
Theo       | theo       | theo       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_2_0.png        
Lần        | Lầm        | Lầm        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_0_15.png       
tận        | tậm        | tậm        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_1_4.png        
tòa        | toà        | toà        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_1_11.png       
cúi        | cúu        | cúu        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_2_5.png        
bà         | bời        | bời        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_0_18.png       
ngẩng      | ngãng      | ngãng      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_3_9.png        
ngủi       | ngủ        | ngủ        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_4_0.png        
gần        | gầm        | gầm        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_2_16.png       
rõ         | sẽ         | sẽ         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_2_17.png       
đang       | tang       | tang       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_6_0.png        
lối        | bối        | bối        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_0_4.png        
sổ         | số         | số         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_0_6_6.png        
đi         | đn         | đn         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_0_3.png        
không      | nhông      | nhông      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_2_2.png        
trẻ        | trì        | trì        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_3_0.png        
tử         | tư         | tư         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_2_10.png       
bị         | bội        | bội        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_3_2.png        
nhiễm      | nhẫm       | nhẫm       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_3_3.png        
cách       | cánh       | cánh       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_3_7.png        
chết       | chít       | chít       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_4_0.png        
AIDS       | ADS        | ADS        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_4_2.png        
HIV        | HT         | HT         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_3_4.png        
mồ         | mộ         | mộ         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_4_9.png        
nhiều      | nhầu       | nhầu       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_5_15.png       
nhiễm      | nhiểm      | nhiểm      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_0_7.png        
HIV        | HT         | HT         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_1_5_13.png       
trong      | trung      | trung      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_0_19.png       
nỗi        | mỗi        | mỗi        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_1_9.png        
xã         | xa         | xa         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_0_17.png       
rùng       | ràng       | ràng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_3_11.png       
vào        | và         | và         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_2_18.png       
kéo        | héo        | héo        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_3_12.png       
dẫn        | dân        | dân        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_3_14.png       
ồn         | ôn         | ôn         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_4_10.png       
ầm         | âm         | âm         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_4_12.png       
ĩ          | TP         | TP         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_4_13.png       
tránh      | tranh      | tranh      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_5_12.png       
chạm       | cham       | cham       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_6_4.png        
HIV        | HTV        | HTV        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_5_2.png        
lây        | láng       | láng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_5_15.png       
khi        | nhi        | nhi        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_6_5.png        
đùa        | đìa        | đìa        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_2_6_7.png        
lòng       | hòng       | hòng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_1_10.png       
nhiễm      | nhăm       | nhăm       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_3_11.png       
Hiệp       | thập       | thập       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_2_5.png        
ương       | tương      | tương      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_2_16.png       
HIV        | HT         | HT         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_3_12.png       
VN         | vN         | vN         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_2_8.png        
Tư         | Từ         | Từ         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_2_11.png       
tổ         | tố         | tố         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_2_17.png       
cơ         | có         | có         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_3_15.png       
truyền     | truyên     | truyên     | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_4_10.png       
nhận       | nhậm       | nhậm       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_4_4.png        
tiên       | trên       | trên       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_4_7.png        
HIV        | HTV        | HTV        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_4_12.png       
rất        | vất        | vất        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_3_5_9.png        
Đến        | Đốn        | Đốn        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_0_0.png        
trôi       | trội       | trội       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_0_5.png        
kiến       | hiến       | hiến       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_3.png        
khi        | nhi        | nhi        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_0_9.png        
HIV        | HTV        | HTV        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_0_15.png       
HIV        | tTV        | tTV        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_4.png        
cái        | cán        | cán        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_9.png        
túy        | tay        | tay        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_17.png       
kể         | hế         | hế         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_0_7.png        
ma         | me         | me         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_16.png       
ở          | la         | la         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_1_5.png        
nhìn       | nhìm       | nhìm       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_2_15.png       
bằng       | bàng       | bàng       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_2_16.png       
tin        | tìn        | tìn        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_2_5.png        
đen        | đên        | đên        | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_3_4.png        
tử         | tư         | tư         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_3_5.png        
đi         | độ         | độ         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_3_11.png       
không      | nhông      | nhông      | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_5_6.png        
động       | đông       | đông       | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_5_10.png       
kim        | km         | km         | ./data/VNOnDB/word_test/20151209_0144_7398_1_tg_4_4_0.png        
